event_id,user_id,session_id,timestamp,event_type,product_id,product_category,product_price,discount_percentage,competitor_price,inventory_level,rating,review_count,user_location,device_type,search_query,dwell_time_seconds,page_position,purchase_label,return_label,promotion_flag,holiday_flag,seasonality_factor
E000000411,U000036,S0036-20250104-23,2025-01-04 08:46:00,add_to_cart,P000033,Home,161.72,0.177,166.57,172,3.48,206,TX,mobile,premium compact home,25,1,0,0,1,0,1.103
E000000594,U000043,S0043-20250104-12,2025-01-04 09:13:00,purchase,P000007,Sports,48.84,0.099,51.02,44,4.28,97,WA,desktop,top rated recovery sports,21,2,1,0,0,0,1.103
E000000493,U000049,S0049-20250104-08,2025-01-04 10:18:00,view,P000026,Electronics,205.52,0.158,182.36,189,3.56,423,IL,desktop,discount high resolution electronics,88,4,0,0,0,0,1.103
E000000504,U000080,S0080-20250104-19,2025-01-04 12:04:00,click,P000002,Fashion,49.43,0.082,49.95,472,4.57,590,CO,mobile,near me premium cotton fashion,44,2,0,0,0,0,1.103
E000000365,U000051,S0051-20250104-74,2025-01-04 12:42:00,search,P000019,Sports,70.52,0.176,70.19,447,4.49,464,AZ,mobile,new outdoor sports,40,1,0,0,0,0,1.103
E000000695,U000003,S0003-20250104-16,2025-01-04 14:07:00,view,P000039,Home,104.1,0.092,99.18,281,4.74,195,IL,mobile,premium durable home,62,41,0,0,0,0,1.103
E000000619,U000051,S0051-20250104-37,2025-01-04 14:12:00,click,P000022,Home,108.23,0.257,97.43,890,3.83,252,AZ,mobile,top rated compact home,80,1,0,0,0,0,1.103
E000000727,U000031,S0031-20250104-48,2025-01-04 14:23:00,view,P000020,Beauty,70.21,0.237,76.27,715,3.63,139,NY,tablet,discount daily care beauty,19,1,0,0,1,0,1.103
E000000734,U000062,S0062-20250104-55,2025-01-04 14:50:00,add_to_cart,P000034,Home,89.99,0.255,87.63,26,4.32,402,CA,mobile,discount compact home,93,2,0,0,1,0,1.103
E000000155,U000035,S0035-20250104-58,2025-01-04 15:09:00,purchase,P000036,Electronics,535.53,0.196,540.07,365,3.65,335,NC,mobile,best high resolution electronics,51,1,1,0,1,0,1.103
E000000144,U000059,S0059-20250104-47,2025-01-04 15:17:00,view,P000026,Electronics,205.52,0.194,204.33,165,3.56,423,AZ,mobile,discount wireless electronics,39,3,0,0,1,0,1.103
E000000625,U000027,S0027-20250104-43,2025-01-04 15:49:00,click,P000006,Grocery,19.48,0.244,17.98,515,4.23,235,CO,desktop,top rated fresh grocery,6,1,0,0,1,0,1.103
E000000384,U000064,S0064-20250104-93,2025-01-04 16:03:00,view,P000030,Beauty,39.64,0.073,35.1,693,4.41,157,NC,mobile,best daily care beauty,59,11,0,0,0,0,1.103
E000000428,U000052,S0052-20250104-40,2025-01-04 16:25:00,click,P000018,Electronics,611.7,0.175,568.02,326,3.7,222,IL,mobile,top rated gaming electronics,54,1,0,0,0,0,1.103
E000000714,U000028,S0028-20250104-35,2025-01-04 16:39:00,click,P000036,Electronics,535.53,0.188,467.77,388,3.65,335,CA,mobile,premium gaming electronics,22,3,0,0,0,0,1.103
E000000585,U000061,S0061-20250104-03,2025-01-04 16:55:00,purchase,P000008,Sports,74.35,0.047,73.87,738,3.43,247,AZ,tablet,new recovery sports,2,1,1,0,0,0,1.103
E000000455,U000074,S0074-20250104-67,2025-01-04 19:13:00,view,P000006,Grocery,19.48,0.12,18.34,538,4.23,235,GA,mobile,best family size grocery,25,1,0,0,0,0,1.103
E000000629,U000062,S0062-20250104-47,2025-01-04 19:43:00,purchase,P000002,Fashion,49.43,0.227,55.99,566,4.57,590,CA,mobile,top rated seasonal fashion,22,18,1,0,0,0,1.103
E000000303,U000010,S0010-20250104-12,2025-01-04 20:04:00,view,P000027,Fashion,46.43,0.08,47.79,511,4.72,328,WA,mobile,premium seasonal fashion,57,2,0,0,0,0,1.103
E000000478,U000057,S0057-20250104-90,2025-01-04 20:35:00,view,P000031,Sports,39.64,0.166,41.14,488,3.5,443,NC,desktop,discount breathable sports,29,1,0,0,0,0,1.103
E000000053,U000056,S0056-20250104-53,2025-01-04 21:39:00,click,P000040,Beauty,51.15,0.239,51.07,297,4.22,400,TX,tablet,discount clean formula beauty,16,2,0,0,1,0,1.103
E000000464,U000029,S0029-20250104-76,2025-01-04 21:56:00,click,P000024,Grocery,15.33,0.187,16.76,746,4.25,295,NC,mobile,top rated organic grocery,15,2,0,0,1,0,1.103
E000000010,U000024,S0024-20250104-10,2025-01-04 21:56:00,view,P000040,Beauty,51.15,0.145,51.87,330,4.22,400,CO,desktop,fast shipping daily care beauty,89,4,0,0,0,0,1.103
E000000039,U000067,S0067-20250104-39,2025-01-04 22:32:00,click,P000009,Electronics,701.08,0.141,660.64,520,4.32,151,CA,mobile,top rated smart electronics,43,43,0,0,0,0,1.103
E000000471,U000037,S0037-20250104-83,2025-01-04 22:41:00,purchase,P000018,Electronics,611.7,0.025,562.68,372,3.7,222,CA,mobile,premium smart electronics,53,7,1,0,0,0,1.103
E000000141,U000020,S0020-20250104-44,2025-01-04 23:19:00,click,P000028,Electronics,348.12,0.141,324.33,250,4.14,157,NY,mobile,discount smart electronics,22,186,0,0,0,0,1.103
E000000243,U000072,S0072-20250104-49,2025-01-04 23:30:00,view,P000017,Fashion,39.76,0.048,36.16,749,4.11,280,NC,mobile,top rated seasonal fashion,40,1,0,0,0,0,1.103
E000000097,U000066,S0066-20250105-00,2025-01-05 00:25:00,purchase,P000004,Beauty,49.56,0.133,54.44,198,4.44,357,IL,mobile,top rated refillable beauty,56,1,1,0,0,0,1.103
E000000404,U000062,S0062-20250105-16,2025-01-05 00:36:00,click,P000012,Grocery,13.35,0.107,11.63,741,3.94,109,CA,mobile,discount pantry grocery,67,1,0,0,0,0,1.103
E000000663,U000038,S0038-20250105-81,2025-01-05 01:02:00,view,P000037,Electronics,370.04,0.222,363.85,773,3.93,113,FL,desktop,premium wireless electronics,95,3,0,0,1,0,1.103
E000000634,U000069,S0069-20250105-52,2025-01-05 01:28:00,click,P000039,Home,104.1,0.188,93.82,265,4.74,195,WA,desktop,premium minimal home,46,2,0,0,1,0,1.103
E000000521,U000076,S0076-20250105-36,2025-01-05 01:37:00,view,P000026,Electronics,205.52,0.164,207.93,164,3.56,423,FL,mobile,,105,256,0,0,0,0,1.103
E000000038,U000025,S0025-20250105-38,2025-01-05 02:18:00,purchase,P000021,Sports,38.68,0.169,44.13,679,4.31,88,GA,mobile,best outdoor sports,35,51,1,0,0,0,1.103
E000000040,U000045,S0045-20250105-40,2025-01-05 02:37:00,view,P000005,Electronics,298.98,0.24,362.43,74,4.06,409,IL,mobile,top rated smart electronics,34,1,0,0,1,0,1.103
E000000342,U000076,S0076-20250105-51,2025-01-05 02:42:00,view,P000016,Home,95.0,0.003,89.21,828,4.83,256,FL,mobile,near me energy saving home,81,3,0,0,0,0,1.103
E000000338,U000052,S0052-20250105-47,2025-01-05 03:06:00,view,P000022,Home,108.23,0.075,104.34,893,3.83,252,IL,mobile,new modern home,16,11,0,0,0,0,1.103
E000000068,U000041,S0041-20250105-68,2025-01-05 03:57:00,view,P000039,Home,104.1,0.045,99.09,240,4.74,195,IL,desktop,premium compact home,44,9,0,0,0,0,1.103
E000000402,U000058,S0058-20250105-14,2025-01-05 04:30:00,search,P000015,Fashion,41.47,0.067,40.43,522,4.09,348,AZ,mobile,fast shipping tailored fashion,8,77,0,0,0,0,1.103
E000000063,U000017,S0017-20250105-63,2025-01-05 05:06:00,view,P000001,Sports,100.43,0.164,114.87,761,4.25,369,FL,mobile,fast shipping training sports,42,1,0,0,0,0,1.103
E000000648,U000054,S0054-20250105-66,2025-01-05 05:23:00,add_to_cart,P000028,Electronics,348.12,0.129,375.87,238,4.14,157,TX,desktop,fast shipping wireless electronics,21,1,0,0,0,0,1.103
E000000130,U000069,S0069-20250105-33,2025-01-05 05:39:00,purchase,P000016,Home,95.0,0.269,92.86,759,4.83,256,WA,desktop,premium energy saving home,10,1,1,0,1,0,1.103
E000000624,U000025,S0025-20250105-42,2025-01-05 05:46:00,view,P000021,Sports,38.68,0.032,37.22,656,4.31,88,GA,mobile,near me outdoor sports,48,1,0,0,0,0,1.103
E000000551,U000005,S0005-20250105-66,2025-01-05 05:58:00,search,P000001,Sports,100.43,0.158,103.76,743,4.25,369,GA,mobile,top rated recovery sports,15,2,0,0,1,0,1.103
E000000061,U000049,S0049-20250105-61,2025-01-05 06:39:00,view,P000023,Grocery,16.79,0.048,17.27,643,4.71,205,IL,desktop,top rated pantry grocery,53,1,0,0,0,0,1.103
E000000199,U000079,S0079-20250105-05,2025-01-05 06:40:00,view,P000039,Home,104.1,0.048,98.51,239,4.74,195,CO,mobile,best modern home,6,2,0,0,0,0,1.103
E000000294,U000063,S0063-20250105-03,2025-01-05 07:49:00,click,P000013,Beauty,29.05,0.11,29.87,607,3.78,911,WA,desktop,best daily care beauty,54,1,0,0,0,0,1.103
E000000499,U000041,S0041-20250105-14,2025-01-05 08:41:00,click,P000028,Electronics,348.12,0.083,361.12,272,4.14,157,IL,mobile,fast shipping gaming electronics,26,16,0,0,0,0,1.103
E000000518,U000001,S0001-20250105-33,2025-01-05 09:55:00,add_to_cart,P000021,Sports,38.68,0.128,40.44,678,4.31,88,CA,mobile,fast shipping outdoor sports,65,3,0,0,0,0,1.103
E000000598,U000007,S0007-20250105-16,2025-01-05 10:29:00,purchase,P000010,Fashion,55.71,0.047,54.64,485,4.63,309,NC,mobile,near me tailored fashion,46,21,1,0,0,0,1.103
E000000356,U000005,S0005-20250105-65,2025-01-05 10:34:00,click,P000001,Sports,100.43,0.11,109.49,764,4.25,369,GA,mobile,discount recovery sports,18,1,0,0,0,0,1.103
E000000476,U000050,S0050-20250105-88,2025-01-05 10:37:00,view,P000028,Electronics,348.12,0.054,367.33,237,4.14,157,CA,mobile,premium gaming electronics,42,4,0,0,0,0,1.103
E000000273,U000074,S0074-20250105-79,2025-01-05 10:54:00,click,P000031,Sports,39.64,0.09,38.14,489,3.5,443,GA,mobile,new breathable sports,35,1,0,0,0,0,1.103
E000000100,U000014,S0014-20250105-03,2025-01-05 11:19:00,add_to_cart,P000016,Home,95.0,0.169,90.25,743,4.83,256,TX,desktop,near me compact home,18,7,0,0,0,0,1.103
E000000330,U000076,S0076-20250105-39,2025-01-05 11:23:00,view,P000030,Beauty,39.64,0.073,43.58,771,4.41,157,FL,mobile,premium refillable beauty,29,1,0,0,0,0,1.103
E000000441,U000071,S0071-20250105-53,2025-01-05 11:29:00,click,P000015,Fashion,41.47,0.143,45.78,387,4.09,348,FL,mobile,best classic fashion,42,2,0,0,0,0,1.103
E000000234,U000022,S0022-20250105-40,2025-01-05 12:00:00,search,P000009,Electronics,701.08,0.303,708.29,513,4.32,151,WA,mobile,new smart electronics,33,1,0,0,1,0,1.103
E000000297,U000049,S0049-20250105-06,2025-01-05 12:06:00,view,P000023,Grocery,16.79,0.278,18.41,710,4.71,205,IL,mobile,premium family size grocery,18,1,0,0,1,0,1.103
E000000470,U000062,S0062-20250105-82,2025-01-05 12:09:00,click,P000010,Fashion,55.71,0.147,57.51,454,4.63,309,CA,mobile,new tailored fashion,34,8,0,0,1,0,1.103
E000000142,U000046,S0046-20250105-45,2025-01-05 13:01:00,purchase,P000027,Fashion,46.43,0.201,46.75,484,4.72,328,CA,mobile,top rated premium cotton fashion,11,31,1,0,0,0,1.103
E000000292,U000061,S0061-20250105-01,2025-01-05 13:39:00,view,P000015,Fashion,41.47,0.188,43.38,471,4.09,348,AZ,mobile,discount streetwear fashion,51,3,0,0,0,0,1.103
E000000710,U000002,S0002-20250105-31,2025-01-05 14:43:00,click,P000022,Home,108.23,0.12,105.59,840,3.83,252,CO,mobile,discount compact home,45,2,0,0,0,0,1.103
E000000770,U000011,S0011-20250105-91,2025-01-05 15:23:00,view,P000003,Grocery,16.87,0.24,17.07,420,4.21,149,WA,mobile,discount high protein grocery,133,14,0,0,1,0,1.103
E000000180,U000054,S0054-20250105-83,2025-01-05 15:23:00,view,P000026,Electronics,205.52,0.177,202.58,116,3.56,423,TX,desktop,near me smart electronics,24,9,0,0,0,0,1.103
E000000062,U000006,S0006-20250105-62,2025-01-05 15:29:00,purchase,P000023,Grocery,16.79,0.215,16.59,701,4.71,205,CA,mobile,near me pantry grocery,63,1,1,0,1,0,1.103
E000000448,U000030,S0030-20250105-60,2025-01-05 16:10:00,view,P000036,Electronics,535.53,0.043,597.73,472,3.65,335,IL,desktop,top rated high resolution electronics,55,2,0,0,0,0,1.103
E000000524,U000048,S0048-20250105-39,2025-01-05 16:38:00,search,P000004,Beauty,49.56,0.02,47.21,163,4.44,357,FL,mobile,best clean formula beauty,51,1,0,0,0,0,1.103
E000000364,U000034,S0034-20250105-73,2025-01-05 17:06:00,view,P000009,Electronics,701.08,0.278,691.78,554,4.32,151,WA,mobile,discount wireless electronics,115,1,0,0,1,0,1.103
E000000506,U000041,S0041-20250105-21,2025-01-05 17:24:00,view,P000006,Grocery,19.48,0.36,19.58,549,4.23,235,IL,mobile,,39,7,0,0,1,0,1.103
E000000281,U000004,S0004-20250105-87,2025-01-05 17:29:00,search,P000013,Beauty,29.05,0.111,28.47,685,3.78,911,FL,desktop,premium daily care beauty,17,5,0,0,0,0,1.103
E000000321,U000009,S0009-20250105-30,2025-01-05 17:51:00,click,P000016,Home,95.0,0.111,96.29,770,4.83,256,NY,mobile,discount compact home,45,12,0,0,0,0,1.103
E000000764,U000059,S0059-20250105-85,2025-01-05 19:46:00,search,P000030,Beauty,39.64,0.005,41.51,716,4.41,157,AZ,mobile,top rated brightening beauty,103,4,0,0,0,0,1.103
E000000581,U000077,S0077-20250105-96,2025-01-05 19:57:00,click,P000008,Sports,74.35,0.08,76.06,778,3.43,247,CO,desktop,discount breathable sports,60,1,0,0,0,0,1.103
E000000628,U000029,S0029-20250105-46,2025-01-05 20:10:00,view,P000003,Grocery,16.87,0.04,17.83,392,4.21,149,NC,mobile,discount organic grocery,32,2,0,0,0,0,1.103
E000000602,U000044,S0044-20250105-20,2025-01-05 20:16:00,click,P000025,Sports,103.41,0.157,94.84,623,3.86,96,AZ,tablet,new breathable sports,93,1,0,0,0,0,1.103
E000000399,U000006,S0006-20250105-11,2025-01-05 20:26:00,search,P000033,Home,161.72,0.057,179.15,199,3.48,206,CA,mobile,near me modern home,7,1,0,0,0,0,1.103
E000000111,U000003,S0003-20250105-14,2025-01-05 20:51:00,click,P000039,Home,104.1,0.075,88.42,246,4.74,195,IL,mobile,discount modern home,61,17,0,0,0,0,1.103
E000000638,U000043,S0043-20250105-56,2025-01-05 21:25:00,purchase,P000017,Fashion,39.76,0.065,42.5,723,4.11,280,WA,desktop,fast shipping seasonal fashion,46,1,1,0,0,0,1.103
E000000231,U000078,S0078-20250105-37,2025-01-05 21:49:00,click,P000013,Beauty,29.05,0.071,27.58,669,3.78,911,GA,mobile,top rated daily care beauty,92,3,0,0,0,0,1.103
E000000170,U000061,S0061-20250105-73,2025-01-05 21:51:00,add_to_cart,P000009,Electronics,701.08,0.139,603.13,617,4.32,151,AZ,mobile,near me gaming electronics,49,1,0,0,0,0,1.103
E000000536,U000039,S0039-20250105-51,2025-01-05 21:59:00,add_to_cart,P000028,Electronics,348.12,0.115,342.0,310,4.14,157,FL,desktop,fast shipping portable electronics,84,1,0,0,0,0,1.103
E000000673,U000026,S0026-20250105-91,2025-01-05 23:13:00,view,P000030,Beauty,39.64,0.092,42.94,679,4.41,157,NC,mobile,near me refillable beauty,34,1,0,0,0,0,1.103
E000000064,U000024,S0024-20250106-64,2025-01-06 00:01:00,view,P000036,Electronics,535.53,0.013,483.44,487,3.65,335,CO,desktop,near me smart electronics,61,2,0,0,0,0,1.012
E000000418,U000077,S0077-20250106-30,2025-01-06 01:00:00,search,P000023,Grocery,16.79,0.282,16.19,669,4.71,205,CO,desktop,new organic grocery,15,1,0,0,1,0,1.012
E000000341,U000032,S0032-20250106-50,2025-01-06 01:01:00,view,P000001,Sports,100.43,0.214,100.42,742,4.25,369,IL,mobile,top rated breathable sports,16,6,0,0,0,0,1.012
E000000410,U000032,S0032-20250106-22,2025-01-06 01:14:00,click,P000032,Grocery,23.55,0.074,25.48,395,4.85,175,IL,desktop,new high protein grocery,28,1,0,0,0,0,1.012
E000000305,U000016,S0016-20250106-14,2025-01-06 02:07:00,click,P000013,Beauty,29.05,0.171,30.12,623,3.78,911,IL,desktop,near me clean formula beauty,27,1,0,0,0,0,1.012
E000000389,U000039,S0039-20250106-01,2025-01-06 02:32:00,view,P000007,Sports,48.84,0.11,42.96,87,4.28,97,FL,desktop,new recovery sports,16,12,0,0,0,0,1.012
E000000452,U000039,S0039-20250106-64,2025-01-06 04:23:00,view,P000004,Beauty,49.56,0.028,54.06,217,4.44,357,FL,desktop,near me refillable beauty,15,16,0,0,0,0,1.012
E000000357,U000032,S0032-20250106-66,2025-01-06 06:07:00,view,P000017,Fashion,39.76,0.103,39.3,751,4.11,280,IL,desktop,near me streetwear fashion,36,1,0,0,0,0,1.012
E000000659,U000067,S0067-20250106-77,2025-01-06 06:08:00,view,P000028,Electronics,348.12,0.124,345.54,276,4.14,157,CA,mobile,near me smart electronics,15,24,0,0,0,0,1.012
E000000678,U000062,S0062-20250106-96,2025-01-06 06:27:00,view,P000011,Home,156.14,0.059,157.4,466,3.98,152,CA,mobile,new modern home,85,4,0,0,0,0,1.012
E000000072,U000022,S0022-20250106-72,2025-01-06 06:58:00,click,P000022,Home,108.23,0.218,113.97,835,3.83,252,WA,mobile,best modern home,13,1,0,0,0,0,1.012
E000000692,U000009,S0009-20250106-13,2025-01-06 07:06:00,click,P000008,Sports,74.35,0.067,72.35,778,3.43,247,NY,mobile,premium training sports,31,5,0,0,0,0,1.012
E000000035,U000021,S0021-20250106-35,2025-01-06 07:14:00,view,P000037,Electronics,370.04,0.035,346.99,771,3.93,113,CA,mobile,new wireless electronics,65,1,0,0,0,0,1.012
E000000202,U000042,S0042-20250106-08,2025-01-06 09:26:00,click,P000037,Electronics,370.04,0.253,363.88,783,3.93,113,AZ,mobile,near me gaming electronics,36,1,0,0,1,0,1.012
E000000324,U000069,S0069-20250106-33,2025-01-06 09:48:00,search,P000002,Fashion,49.43,0.2,50.82,545,4.57,590,WA,desktop,fast shipping classic fashion,12,1,0,0,1,0,1.012
E000000656,U000078,S0078-20250106-74,2025-01-06 10:02:00,view,P000024,Grocery,15.33,0.021,15.19,709,4.25,295,GA,mobile,best fresh grocery,31,2,0,0,0,0,1.012
E000000759,U000070,S0070-20250106-80,2025-01-06 10:31:00,click,P000014,Sports,65.15,0.24,75.0,398,3.52,257,WA,tablet,near me outdoor sports,21,1,0,0,1,0,1.012
E000000362,U000074,S0074-20250106-71,2025-01-06 10:36:00,search,P000032,Grocery,23.55,0.02,23.81,461,4.85,175,GA,mobile,near me fresh grocery,27,1,0,0,0,0,1.012
E000000313,U000051,S0051-20250106-22,2025-01-06 10:55:00,view,P000013,Beauty,29.05,0.04,28.85,717,3.78,911,AZ,mobile,new hydrating beauty,94,1,0,0,0,0,1.012
E000000658,U000070,S0070-20250106-76,2025-01-06 11:55:00,view,P000039,Home,104.1,0.045,107.31,252,4.74,195,WA,mobile,best minimal home,20,1,0,0,0,0,1.012
E000000547,U000007,S0007-20250106-62,2025-01-06 12:35:00,view,P000013,Beauty,29.05,0.054,26.0,667,3.78,911,NC,mobile,premium refillable beauty,17,1,0,0,0,0,1.012
E000000113,U000030,S0030-20250106-16,2025-01-06 12:48:00,view,P000010,Fashion,55.71,0.044,62.71,419,4.63,309,IL,desktop,near me seasonal fashion,15,1,0,0,0,0,1.012
E000000016,U000057,S0057-20250106-16,2025-01-06 13:15:00,view,P000016,Home,95.0,0.053,83.21,782,4.83,256,NC,desktop,near me modern home,10,2,0,0,0,0,1.012
E000000179,U000008,S0008-20250106-82,2025-01-06 13:37:00,view,P000010,Fashion,55.71,0.021,54.24,438,4.63,309,FL,mobile,premium seasonal fashion,50,2,0,0,0,0,1.012
E000000762,U000003,S0003-20250106-83,2025-01-06 14:06:00,view,P000013,Beauty,29.05,0.046,31.12,662,3.78,911,IL,mobile,premium clean formula beauty,50,4,0,0,0,0,1.012
E000000530,U000071,S0071-20250106-45,2025-01-06 15:26:00,purchase,P000037,Electronics,370.04,0.115,355.46,763,3.93,113,FL,mobile,premium high resolution electronics,74,1,1,0,0,0,1.012
E000000276,U000033,S0033-20250106-82,2025-01-06 16:13:00,click,P000022,Home,108.23,0.127,103.52,812,3.83,252,WA,mobile,best minimal home,66,3,0,0,0,0,1.012
E000000282,U000035,S0035-20250106-88,2025-01-06 16:57:00,view,P000037,Electronics,370.04,0.194,367.66,750,3.93,113,NC,mobile,best smart electronics,44,28,0,0,0,0,1.012
E000000137,U000066,S0066-20250106-40,2025-01-06 17:50:00,add_to_cart,P000029,Electronics,245.14,0.116,259.34,175,4.42,229,IL,mobile,top rated wireless electronics,72,1,0,0,0,0,1.012
E000000301,U000065,S0065-20250106-10,2025-01-06 19:52:00,click,P000033,Home,161.72,0.25,172.81,136,3.48,206,CA,mobile,top rated minimal home,56,1,0,0,1,0,1.012
E000000337,U000022,S0022-20250106-46,2025-01-06 20:04:00,view,P000024,Grocery,15.33,0.079,16.65,771,4.25,295,WA,mobile,premium organic grocery,14,4,0,0,0,0,1.012
E000000044,U000003,S0003-20250106-44,2025-01-06 20:07:00,view,P000016,Home,95.0,0.111,86.24,809,4.83,256,IL,mobile,new minimal home,8,1,0,0,0,0,1.012
E000000683,U000076,S0076-20250106-04,2025-01-06 21:09:00,search,P000012,Grocery,13.35,0.029,14.07,719,3.94,109,FL,mobile,discount pantry grocery,24,8,0,0,0,0,1.012
E000000559,U000074,S0074-20250106-74,2025-01-06 21:46:00,search,P000012,Grocery,13.35,0.063,12.5,662,3.94,109,GA,mobile,near me family size grocery,9,1,0,0,0,0,1.012
E000000725,U000052,S0052-20250106-46,2025-01-06 22:04:00,click,P000022,Home,108.23,0.104,100.49,792,3.83,252,IL,mobile,fast shipping compact home,35,1,0,0,0,0,1.012
E000000207,U000028,S0028-20250106-13,2025-01-06 23:47:00,view,P000002,Fashion,49.43,0.067,50.0,508,4.57,590,CA,mobile,near me seasonal fashion,80,8,0,0,0,0,1.012
E000000197,U000056,S0056-20250106-03,2025-01-06 23:55:00,search,P000011,Home,156.14,0.186,171.96,513,3.98,152,TX,desktop,top rated compact home,26,1,0,0,0,0,1.012
E000000115,U000036,S0036-20250107-18,2025-01-07 00:52:00,add_to_cart,P000018,Electronics,611.7,0.174,,334,3.7,222,TX,mobile,new smart electronics,49,6,0,0,1,0,1.012
E000000327,U000012,S0012-20250107-36,2025-01-07 04:57:00,view,P000006,Grocery,19.48,0.171,20.41,556,4.23,235,GA,mobile,discount fresh grocery,52,1,0,0,0,0,1.012
E000000370,U000015,S0015-20250107-79,2025-01-07 05:17:00,add_to_cart,P000013,Beauty,29.05,0.254,30.13,633,3.78,911,GA,mobile,best refillable beauty,36,1,0,0,1,0,1.012
E000000117,U000006,S0006-20250107-20,2025-01-07 06:17:00,view,P000006,Grocery,19.48,0.072,19.54,567,4.23,235,CA,mobile,new fresh grocery,81,10,0,0,0,0,1.012
E000000209,U000009,S0009-20250107-15,2025-01-07 06:30:00,view,P000012,Grocery,13.35,0.041,12.47,782,3.94,109,NY,mobile,best pantry grocery,22,1,0,0,0,0,1.012
E000000408,U000005,S0005-20250107-20,2025-01-07 07:16:00,search,P000039,Home,104.1,0.039,102.3,295,4.74,195,GA,mobile,new durable home,33,1,0,0,0,0,1.012
E000000391,U000075,S0075-20250107-03,2025-01-07 08:57:00,view,P000013,Beauty,29.05,0.192,28.6,683,3.78,911,NC,mobile,best hydrating beauty,20,1,0,0,0,0,1.012
E000000670,U000053,S0053-20250107-88,2025-01-07 09:01:00,view,P000021,Sports,38.68,0.071,43.36,664,4.31,88,WA,mobile,near me lightweight sports,41,86,0,0,0,0,1.012
E000000662,U000074,S0074-20250107-80,2025-01-07 09:30:00,view,P000023,Grocery,16.79,0.203,14.98,632,4.71,205,GA,mobile,fast shipping pantry grocery,65,1,0,0,0,0,1.012
E000000024,U000025,S0025-20250107-24,2025-01-07 09:49:00,purchase,P000007,Sports,48.84,0.045,55.42,10,4.28,97,GA,mobile,best training sports,16,1,1,0,0,0,1.012
E000000681,U000005,S0005-20250107-02,2025-01-07 10:03:00,view,P000019,Sports,70.52,0.26,63.64,422,4.49,464,GA,mobile,premium recovery sports,15,1,0,0,1,0,1.012
E000000721,U000048,S0048-20250107-42,2025-01-07 11:24:00,purchase,P000035,Fashion,56.62,0.128,48.51,271,4.47,166,FL,mobile,new tailored fashion,25,4,1,0,0,0,1.012
E000000249,U000054,S0054-20250107-55,2025-01-07 11:37:00,view,P000005,Electronics,298.98,0.169,289.68,103,4.06,409,TX,desktop,premium portable electronics,42,4,0,0,0,0,1.012
E000000057,U000019,S0019-20250107-57,2025-01-07 12:58:00,purchase,P000023,Grocery,16.79,0.028,18.39,586,4.71,205,TX,mobile,fast shipping family size grocery,73,4,1,0,0,0,1.012
E000000424,U000004,S0004-20250107-36,2025-01-07 13:14:00,click,P000029,Electronics,245.14,0.141,253.62,247,4.42,229,FL,desktop,near me gaming electronics,45,9,0,0,0,0,1.012
E000000131,U000020,S0020-20250107-34,2025-01-07 13:17:00,view,P000029,Electronics,245.14,0.311,221.94,188,4.42,229,NY,mobile,near me gaming electronics,52,1,0,0,0,0,1.012
E000000688,U000019,S0019-20250107-09,2025-01-07 13:37:00,click,P000033,Home,161.72,0.155,177.87,170,3.48,206,TX,mobile,near me compact home,73,4,0,0,0,0,1.012
E000000107,U000019,S0019-20250107-10,2025-01-07 14:48:00,add_to_cart,P000010,Fashion,55.71,0.168,60.22,498,4.63,309,TX,mobile,top rated classic fashion,41,4,0,0,0,0,1.012
E000000722,U000069,S0069-20250107-43,2025-01-07 14:56:00,view,P000035,Fashion,56.62,0.147,56.88,293,4.47,166,WA,desktop,near me premium cotton fashion,32,1,0,0,0,0,1.012
E000000385,U000045,S0045-20250107-94,2025-01-07 15:01:00,click,P000018,Electronics,611.7,0.339,629.38,272,3.7,222,IL,mobile,premium portable electronics,31,255,0,0,1,0,1.012
E000000427,U000058,S0058-20250107-39,2025-01-07 15:02:00,view,P000002,Fashion,49.43,0.039,51.75,553,4.57,590,AZ,mobile,best premium cotton fashion,26,2,0,0,0,0,1.012
E000000745,U000023,S0023-20250107-66,2025-01-07 15:33:00,purchase,P000009,Electronics,701.08,0.145,652.64,577,4.32,151,WA,desktop,fast shipping wireless electronics,28,24,1,0,0,0,1.012
E000000278,U000009,S0009-20250107-84,2025-01-07 15:44:00,view,P000002,Fashion,49.43,0.153,48.65,432,4.57,590,NY,mobile,premium streetwear fashion,14,1,0,0,0,0,1.012
E000000733,U000080,S0080-20250107-54,2025-01-07 16:32:00,view,P000010,Fashion,55.71,0.211,52.77,511,4.63,309,CO,mobile,top rated tailored fashion,49,1,0,0,1,0,1.012
E000000387,U000018,S0018-20250107-96,2025-01-07 18:01:00,purchase,P000020,Beauty,70.21,0.097,62.99,692,3.63,139,IL,mobile,near me brightening beauty,22,2,1,0,0,0,1.012
E000000720,U000057,S0057-20250107-41,2025-01-07 18:42:00,add_to_cart,P000011,Home,156.14,0.155,146.89,541,3.98,152,NC,desktop,top rated modern home,25,2,0,0,0,0,1.012
E000000046,U000064,S0064-20250107-46,2025-01-07 19:08:00,search,P000026,Electronics,205.52,0.029,204.88,133,3.56,423,NC,desktop,new high resolution electronics,98,1,0,0,0,0,1.012
E000000544,U000003,S0003-20250107-59,2025-01-07 19:12:00,search,P000012,Grocery,13.35,0.137,12.44,714,3.94,109,IL,mobile,fast shipping fresh grocery,48,1,0,0,1,0,1.012
